user_id,count
71515966,2
553467926,2
20943382,2
1398066342,2
49292929,2
33729904,2
81220348,2
26823191,2
62146835,2
3028598,2
10644662,2
23192907,2
24016045,2
1760551,2
2475496,2
14944524,2
32146572,2
81697990,2
17593712,2
171217602,2
11608781,2
351643627,2
13978633,2
7662474,2
11001048,2
60999497,2
545048538,2
493673985,2
20253638,2
54401819,2
1383239575,2
1150295,2
6059531,2
429086287,2
153652097,2
558075393,2
86019626,2
8515406,2
140335375,2
71827347,2
52099185,2
7198176,2
1370269739,2
104186464,2
30866938,2
54514830,2
282220,2
6058780,2
4622168,2
79782945,2
504759009,2
594433860,2
596351411,2
46814356,2
69156232,2
110705025,2
429777392,2
32343372,2
42180497,2
25475187,2
69772720,2
1380996342,2
17228060,2
58619782,2
481009107,2
107128940,2
17290445,2
1059098,2
115584974,2
50004917,2
187114828,2
37582454,2
31210840,2
38440395,2
490306465,2
10623866,2
49437617,2
335903582,2
53725810,2
593849094,2
34666348,2
33579846,2
1359714425,2
10779346,2
571719206,2
51232740,2
12726974,2
39593114,2
457055190,2
1044310,2
43830437,2
76976012,2
39042207,2
126277114,2
11771231,2
